House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
35,Clarke Tunnel,Nigel,Scott,63,Husband,Married,Male,Paramedic,None,None
36,Clarke Tunnel,Gail,Holmes,66,Head,Married,Female,Mechanical engineer,None,Triangulism
36,Clarke Tunnel,Colin,Holmes,68,Husband,Married,Male,"Retired Research officer, government",None,None
37,Clarke Tunnel,Kenneth,Wood,42,Head,Single,Male,"Pilot, airline",None,Triangulism
37,Clarke Tunnel,Maria,Kennedy,15,Daughter,NA,Female,Student,None,NA
38,Clarke Tunnel,Jodie,Briggs,55,Head,Single,Female,Forensic scientist,None,Intramystical
38,Clarke Tunnel,Elliott,Bruce,58,Partner,Single,Male,Unemployed,None,Intramystical
38,Clarke Tunnel,Karl,Briggs,19,Son,Single,Male,University Student,None,Intramystical
38,Clarke Tunnel,Graeme,Briggs,17,Son,NA,Male,Student,None,NA
39,Clarke Tunnel,Chloe,Sutton,25,Head,Single,Female,Graphic designer,None,None
39,Clarke Tunnel,Ronald,Spencer,25,Lodger,Divorced,Male,"Engineer, manufacturing",None,None
39,Clarke Tunnel,Adrian,Campbell,42,Lodger,Single,Male,Cabin crew,None,Intramystical
39,Clarke Tunnel,Lorraine,Palmer,48,Visitor,Divorced,Female,Illustrator,None,Intramystical
40,Clarke Tunnel,Hugh,Ross,71,Head,Divorced,Male,Retired Newspaper journalist,None,None
41,Clarke Tunnel,Karen,Akhtar,42,Head,Divorced,Female,Unemployed,None,None
41,Clarke Tunnel,Bruce,Akhtar,2,Son,NA,Male,Child,None,NA
41,Clarke Tunnel,Amelia,Stevens,55,Sibling,Single,Female,Product manager,None,Intramystical
42,Clarke Tunnel,Garry,Norton,72,Head,Widowed,Male,Retired Camera operator,None,Intramystical
43,Clarke Tunnel,Damien,Lewis,80,Head,Married,Male,Retired Jewellery designer,None,Intramystical
43,Clarke Tunnel,Leanne,Lewis,77,Wife,Married,Female,"Retired Geologist, engineering",None,None
44,Clarke Tunnel,Jade,Stevens,71,Head,Married,Female,Retired Physiological scientist,None,None
44,Clarke Tunnel,Oliver,Stevens,74,Husband,Married,Male,Retired Training and development officer,None,None
45,Clarke Tunnel,Alison,Sims,44,Head,Married,Female,Naval architect,None,
45,Clarke Tunnel,Thomas,Sims,46,Husband,Married,Male,Television floor manager,None,None
45,Clarke Tunnel,Jennifer,Sims,16,Daughter,NA,Female,Student,None,NA
46,Clarke Tunnel,Kayleigh,Shah,53,Head,Single,Female,Advice worker,None,None
47,Clarke Tunnel,Rachel,Hall,53,Head,Married,Female,Event organiser,None,Intramystical
47,Clarke Tunnel,Douglas,Hall,55,Husband,Married,Male,Teaching laboratory technician,None,None
47,Clarke Tunnel,Francis,Hall,34,Son,Single,Male,Mining engineer,None,Intramystical
47,Clarke Tunnel,Paula,Hall,32,Daughter,Widowed,Female,Seismic interpreter,None,None
48,Clarke Tunnel,Dylan,Armstrong,67,Head,Widowed,Male,Chief Operating Officer,None,Intramystical
49,Clarke Tunnel,Sandra,Davies,50,Head,Married,Female,"Teacher, secondary school",None,Triangulism
49,Clarke Tunnel,Gareth,Davies,54,Husband,Married,Male,Lexicographer,None,Triangulism
49,Clarke Tunnel,Ashley,Davies,28,Son,Single,Male,Research scientist (physical sciences),None,None
49,Clarke Tunnel,Graham,Davies,26,Son,Single,Male,Unemployed,None,None
49,Clarke Tunnel,Mandy,Rose-Davies,22,Daughter,Single,Female,University Student,None,Triangulism
50,Clarke Tunnel,Claire,Booth,69,Head,Widowed,Female,Unemployed,None,Intramystical
50,Clarke Tunnel,Conor,Booth,42,Son,Widowed,Male,"Engineer, energy",None,Intramystical
51,Clarke Tunnel,Sylvia,Smith,55,Head,Single,Female,Photographer,None,None
51,Clarke Tunnel,Shirley,Smith,32,Daughter,Single,Female,"Engineer, automotive",None,None
51,Clarke Tunnel,Bernard,Smith,31,Son,Single,Male,Logistics and distribution manager,None,None
51,Clarke Tunnel,Gary,Smith,30,Son,Single,Male,Dramatherapist,None,None
52,Clarke Tunnel,Margaret,Stevens,21,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
52,Clarke Tunnel,George,Stevens,19,Husband,Married,Male,University Student,None,None
52,Clarke Tunnel,Adrian,Stevens,5,Son,NA,Male,Student,None,NA
53,Clarke Tunnel,Hazel,Black,74,Head,Married,Female,"Retired Therapist, sports",None,Intramystical
53,Clarke Tunnel,Joe,Black,76,Husband,Married,Male,Retired Medical secretary,None,None
54,Clarke Tunnel,Joanna,Wood,36,Head,Divorced,Female,Broadcast engineer,None,Triangulism
54,Clarke Tunnel,Sam,Wood,4,Son,NA,Male,Child,None,NA
55,Clarke Tunnel,Nicola,Ferguson,80,Head,Married,Female,Retired Materials engineer,None,Intramystical
55,Clarke Tunnel,Leon,Ferguson,79,Husband,Married,Male,Retired Race relations officer,None,None
56,Clarke Tunnel,Elizabeth,Collins,20,Head,Single,Female,University Student,None,Intramystical
56,Clarke Tunnel,Frances,Davis,21,None,Single,Female,University Student,None,
57,Clarke Tunnel,Eleanor,Allen,67,Head,Widowed,Female,Chief of Staff,None,Triangulism
58,Clarke Tunnel,Paul,Russell,33,Head,Single,Male,Financial adviser,None,None
58,Clarke Tunnel,George,Moore,25,None,Single,Male,Economist,None,None
59,Clarke Tunnel,Catherine,King,32,Head,Married,Female,Unemployed,None,None
59,Clarke Tunnel,Raymond,King,34,Husband,Married,Male,"Journalist, magazine",None,None
60,Clarke Tunnel,Dorothy,Stewart,52,Head,Single,Female,Unemployed,None,Intramystical
60,Clarke Tunnel,Hayley,Stewart,8,Daughter,NA,Female,Student,None,NA
61,Clarke Tunnel,Dawn,Clarke,70,Head,Married,Female,Unemployed,None,Utheism
61,Clarke Tunnel,Lee,Clarke,72,Husband,Married,Male,"Retired Programmer, multimedia",None,Utheism
61,Clarke Tunnel,Gerald,Clarke,45,Son,Divorced,Male,Sports therapist,None,None
61,Clarke Tunnel,Mohamed,Clarke,42,Son,Single,Male,Barista,None,None
62,Clarke Tunnel,Jemma,Carter,76,Head,Married,Female,Retired Forensic psychologist,None,None
62,Clarke Tunnel,Ross,Carter,78,Husband,Married,Male,Unemployed,None,None
63,Clarke Tunnel,Hollie,Chambers,79,Head,Married,Female,Retired Research scientist (maths),None,Intramystical
63,Clarke Tunnel,Adam,Chambers,82,Husband,Married,Male,Retired Data scientist,None,Intramystical
64,Clarke Tunnel,Kenneth,Berry,19,Head,Married,Male,University Student,None,None
64,Clarke Tunnel,Nicole,Berry,16,Wife,Married,Female,Student,None,None
65,Clarke Tunnel,Elizabeth,Sutton,73,Head,Widowed,Female,Unemployed,None,Intramystical
65,Clarke Tunnel,Beth,Sutton,46,Daughter,Single,Female,"Civil engineer, contracting",None,Intramystical
65,Clarke Tunnel,Christopher,Sutton,41,Son,Single,Male,Retail merchandiser,None,None
66,Clarke Tunnel,Ann,Brown,48,Head,Single,Female,Translator,None,Triangulism
66,Clarke Tunnel,June,Brown,15,Daughter,NA,Female,Student,None,NA
66,Clarke Tunnel,Donna,Brown,11,Daughter,NA,Female,Student,None,NA
66,Clarke Tunnel,Dorothy,Brown,11,Daughter,NA,Female,Student,None,NA
67,Clarke Tunnel,James,Allen,68,Head,Widowed,Male,Retired Corporate investment banker,None,None
68,Clarke Tunnel,Graham,Freeman,31,Head,Single,Male,Financial controller,None,None
69,Clarke Tunnel,Aimee,Leach,49,Head,Single,Female,Unemployed,None,None
69,Clarke Tunnel,Amanda,Leach,0,Daughter,NA,Female,Child,None,NA
70,Clarke Tunnel,Denis,Briggs,68,Head,Widowed,Male,Retired Marketing executive,None,Intramystical
71,Clarke Tunnel,Rosie,Wilkinson,70,Head,Married,Female,Retired Art therapist,None,Intramystical
71,Clarke Tunnel,Leon,Wilkinson,71,Husband,Married,Male,Retired Armed forces training and education officer,None,None
71,Clarke Tunnel,Joyce,Wilkinson,46,Daughter,Single,Female,Farm manager,None,None
72,Clarke Tunnel,Frank,Scott,43,Head,Divorced,Male,"Engineer, maintenance",None,Triangulism
73,Clarke Tunnel,Kayleigh,Wood,44,Head,Married,Female,English as a second language teacher,None,
73,Clarke Tunnel,Luke,Wood,46,Husband,Married,Male,"Scientist, marine",None,None
73,Clarke Tunnel,Nicola,Wood,15,Daughter,NA,Female,Student,None,NA
74,Clarke Tunnel,Sarah,Harrison,75,Head,Married,Female,"Retired Therapist, art",None,Intramystical
74,Clarke Tunnel,Mohamed,Harrison,78,Husband,Married,Male,"Retired Radiographer, therapeutic",None,Intramystical
75,Clarke Tunnel,Marion,May,33,Head,Married,Female,Music tutor,None,None
75,Clarke Tunnel,Keith,May,35,Husband,Married,Male,Company secretary,None,None
76,Clarke Tunnel,Megan,Richards,38,Head,Single,Female,Unemployed,None,
76,Clarke Tunnel,Kelly,Richards,8,Daughter,NA,Female,Student,None,NA
76,Clarke Tunnel,Allan,Richards,5,Son,NA,Male,Student,None,NA
76,Clarke Tunnel,Elizabeth,Richards,1,Daughter,NA,Female,Child,None,NA
77,Clarke Tunnel,Pamela,Wells,58,Head,Single,Female,Unemployed,None,Intramystical
77,Clarke Tunnel,Shirley,Wells,23,Daughter,Single,Female,Financial controller,None,None
78,Clarke Tunnel,Danielle,Tomlinson,69,Head,Widowed,Female,Retired Trade union research officer,None,Intramystical
79,Clarke Tunnel,Natasha,Goodwin,57,Head,Single,Female,Chartered loss adjuster,None,Triangulism
79,Clarke Tunnel,Nathan,Singh,60,Partner,Single,Male,Dramatherapist,None,None
79,Clarke Tunnel,Declan,Goodwin,18,Son,Single,Male,Student,None,Triangulism
79,Clarke Tunnel,Denis,Goodwin,17,Son,NA,Male,Student,None,NA
79,Clarke Tunnel,Francis,Goodwin,14,Son,NA,Male,Student,None,NA
80,Clarke Tunnel,Dawn,Hall,66,Head,Married,Female,Early years teacher,None,Utheism
80,Clarke Tunnel,Oliver,Hall,60,Husband,Married,Male,"Exhibitions officer, museum/gallery",None,Utheism
80,Clarke Tunnel,Nicole,Hall,31,Daughter,Single,Female,"Accountant, chartered certified",None,Utheism
80,Clarke Tunnel,Annette,Hall,31,Daughter,Divorced,Female,Environmental manager,None,Utheism
81,Clarke Tunnel,Gareth,Fleming,30,Head,Single,Male,Intelligence analyst,None,Intramystical
81,Clarke Tunnel,Emily,Newman,25,Partner,Single,Female,"Administrator, local government",None,Intramystical
82,Clarke Tunnel,Diana,North,33,Head,Married,Female,"Surveyor, hydrographic",None,None
82,Clarke Tunnel,Gregory,North,30,Husband,Married,Male,Adult nurse,None,None
83,Clarke Tunnel,Denise,Brown,28,Head,Widowed,Female,Unemployed,None,Triangulism
83,Clarke Tunnel,Karl,Brown,7,Son,NA,Male,Student,None,NA
83,Clarke Tunnel,Stewart,Brown,5,Son,NA,Male,Student,None,NA
83,Clarke Tunnel,Leon,Brown,0,Son,NA,Male,Child,None,NA
83,Clarke Tunnel,Yvonne,Clarke,49,Lodger,Divorced,Female,Location manager,None,None
84,Clarke Tunnel,Shannon,Brennan,23,Head,Single,Female,"Journalist, newspaper",None,None
84,Clarke Tunnel,Jacqueline,Nicholson,61,None,Single,Female,"Production assistant, radio",None,None
85,Clarke Tunnel,Teresa,Holmes,65,Head,Single,Female,Actuary,None,Utheism
86,Clarke Tunnel,Kelly,Arnold,35,Head,Married,Female,Archaeologist,None,Triangulism
86,Clarke Tunnel,Cameron,Arnold,37,Husband,Married,Male,Higher education lecturer,None,None
87,Clarke Tunnel,Chloe,Skinner-Smith,58,Head,Married,Female,"Geologist, engineering",None,None
87,Clarke Tunnel,Darren,Skinner-Smith,60,Husband,Married,Male,"Producer, radio",None,None
88,Clarke Tunnel,Adam,Marshall,57,Head,Single,Male,Copy,None,Intramystical
88,Clarke Tunnel,Dawn,Williams,20,None,Single,Female,University Student,None,Intramystical
89,Clarke Tunnel,Colin,Rose,61,Head,Single,Male,Unemployed,None,Intramystical
89,Clarke Tunnel,Paige,Daly,26,None,Single,Female,"Programmer, applications",None,Utheism
89,Clarke Tunnel,Timothy,Reeves,60,None,Single,Male,Computer games developer,None,Intramystical
90,Clarke Tunnel,Shannon,Smith,28,Head,Single,Female,Musician,None,None
91,Clarke Tunnel,Heather,Duffy,63,Head,Divorced,Female,"Nurse, adult",None,Intramystical
92,Clarke Tunnel,Marion,Lee,70,Head,Married,Female,Retired Magazine features editor,None,Triangulism
92,Clarke Tunnel,Jason,Lee,75,Husband,Married,Male,Retired Learning mentor,None,Triangulism
93,Clarke Tunnel,Janet,Bell,82,Head,Single,Female,Retired Airline pilot,None,Triangulism
94,Clarke Tunnel,Dorothy,Johnson,42,Head,Single,Female,Lexicographer,None,Intramystical
94,Clarke Tunnel,Garry,Johnson,16,Son,NA,Male,Student,None,NA
95,Clarke Tunnel,Beverley,Simpson,50,Head,Married,Female,Travel agency manager,None,Triangulism
95,Clarke Tunnel,Raymond,Simpson,52,Husband,Married,Male,"Engineer, maintenance (IT)",None,None
95,Clarke Tunnel,Joan,Simpson,16,Daughter,NA,Female,Student,None,NA
95,Clarke Tunnel,Danielle,Simpson,13,Daughter,NA,Female,Student,None,NA
95,Clarke Tunnel,George,Davies,11,Son,NA,Male,Student,None,NA
96,Clarke Tunnel,Kirsty,Lewis,69,Head,Widowed,Female,Retired Herpetologist,None,None
96,Clarke Tunnel,Oliver,Lewis,15,Grandson,NA,Male,Student,None,NA
97,Clarke Tunnel,Danielle,Wright,46,Head,Single,Female,Fine artist,None,
97,Clarke Tunnel,Alan,Donnelly,49,Partner,Single,Male,Unemployed,None,None
97,Clarke Tunnel,Dean,Wright,13,Son,NA,Male,Student,None,NA
97,Clarke Tunnel,Jack,Wright,10,Son,NA,Male,Student,None,NA
98,Clarke Tunnel,Sharon,Robinson,59,Head,Single,Female,Regulatory affairs officer,None,None
99,Clarke Tunnel,Lynda,Bray,59,Head,Single,Female,"Engineer, control and instrumentation",None,Intramystical
99,Clarke Tunnel,Raymond,Harvey,61,Partner,Single,Male,Musician,None,Intramystical
100,Clarke Tunnel,Victoria,Wallace,72,Head,Married,Female,Retired Retail buyer,None,Utheism
100,Clarke Tunnel,Gregory,Wallace,68,Husband,Married,Male,"Retired Engineer, electronics",None,None
101,Clarke Tunnel,Jean,Williams,41,Head,Married,Female,Unemployed,None,None
101,Clarke Tunnel,Neil,Williams,39,Husband,Married,Male,Tourism officer,None,None
101,Clarke Tunnel,Sylvia,Williams,15,Daughter,NA,Female,Student,None,NA
102,Clarke Tunnel,Lawrence,Davison,71,Head,Divorced,Male,Retired Fisheries officer,None,None
103,Clarke Tunnel,Margaret,Ashton,34,Head,Single,Female,"Scientist, water quality",None,None
104,Clarke Tunnel,Bruce,Francis,61,Head,Single,Male,Careers information officer,None,Intramystical
104,Clarke Tunnel,Shaun,Short,46,None,Single,Male,Education administrator,None,None
105,Clarke Tunnel,Phillip,Warner,67,Head,Married,Male,"Geologist, wellsite",None,Triangulism
105,Clarke Tunnel,Hazel,Warner,65,Wife,Married,Female,Trade mark attorney,None,Triangulism
106,Clarke Tunnel,Lauren,Thompson,45,Head,Single,Female,Chiropodist,None,None
106,Clarke Tunnel,Chelsea,Thompson,11,Daughter,NA,Female,Student,None,NA
107,Clarke Tunnel,Thomas,Woods,35,Head,Divorced,Male,Farm manager,None,None
107,Clarke Tunnel,Jacob,Woods,8,Nephew,NA,Male,Student,None,NA
108,Clarke Tunnel,Caroline,Evans,79,Head,Divorced,Female,Retired Product manager,None,None
109,Clarke Tunnel,Sheila,Field-Begum,43,Head,Divorced,Female,Glass blower/designer,None,Triangulism
109,Clarke Tunnel,Katy,Field-Begum,19,Daughter,Single,Female,University Student,None,Triangulism
109,Clarke Tunnel,Reece,Field-Begum,16,Son,NA,Male,Student,None,NA
109,Clarke Tunnel,Hugh,Field-Begum,13,Son,NA,Male,Student,None,NA
109,Clarke Tunnel,Sheila,Field-Begum,13,Daughter,NA,Female,Student,Toothache,NA
110,Clarke Tunnel,Alexandra,Hussain,48,Head,Divorced,Female,Health and safety adviser,None,None
110,Clarke Tunnel,Antony,Hussain,15,Son,NA,Male,Student,None,NA
111,Clarke Tunnel,Phillip,Austin,78,Head,Married,Male,Retired Chiropractor,None,Triangulism
111,Clarke Tunnel,Carole,Austin,79,Wife,Married,Female,"Retired Research officer, political party",None,Triangulism
112,Clarke Tunnel,Valerie,Brown,68,Head,Married,Female,Retired Museum/gallery exhibitions officer,None,Intramystical
112,Clarke Tunnel,Gerard,Brown,65,Husband,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",None,None
1,Mustardthorpe Lane,Natalie,Barber,61,Head,Married,Female,Production manager,None,Intramystical
1,Mustardthorpe Lane,Glenn,Barber,63,Husband,Married,Male,Exercise physiologist,None,Intramystical
1,Mustardthorpe Lane,Donald,Barber,13,Grandson,NA,Male,Student,None,NA
2,Mustardthorpe Lane,Tracey,Jones,35,Head,Married,Female,Ergonomist,None,Triangulism
2,Mustardthorpe Lane,Mohammed,Jones,37,Husband,Married,Male,"Nurse, learning disability",None,Triangulism
2,Mustardthorpe Lane,Joshua,Jones,10,Son,NA,Male,Student,None,NA
2,Mustardthorpe Lane,Joe,Jones,4,Son,NA,Male,Child,None,NA
2,Mustardthorpe Lane,Zoe,Hughes-Jones,0,Daughter,NA,Female,Child,None,NA
2,Mustardthorpe Lane,Margaret,Collier,20,Sibling,Divorced,Female,University Student,None,Intramystical
3,Mustardthorpe Lane,Bethan,Matthews,50,Head,Married,Female,Civil Service fast streamer,None,
3,Mustardthorpe Lane,Reece,Matthews,51,Husband,Married,Male,Housing manager/officer,None,None
3,Mustardthorpe Lane,William,Matthews,19,Son,Divorced,Male,University Student,None,
3,Mustardthorpe Lane,Jayne,Matthews,16,Daughter,NA,Female,Student,None,NA
4,Mustardthorpe Lane,Gemma,Brennan,71,Head,Divorced,Female,Unemployed,None,Utheism
4,Mustardthorpe Lane,Irene,Brennan,45,Daughter,Divorced,Female,Quality manager,None,None
4,Mustardthorpe Lane,Andrea,Brennan,41,Daughter,Divorced,Female,Printmaker,None,None
5,Mustardthorpe Lane,Sylvia,Morris,71,Head,Married,Female,"Retired Surveyor, insurance",None,Intramystical
5,Mustardthorpe Lane,Robert,Morris,74,Husband,Married,Male,"Retired Psychologist, prison and probation services",None,None
5,Mustardthorpe Lane,Charlene,Morris,17,Granddaughter,NA,Female,Student,None,NA
5,Mustardthorpe Lane,Henry,Chapman,17,Grandson,NA,Male,Student,None,NA
6,Mustardthorpe Lane,Leanne,Leach,77,Head,Married,Female,"Retired Programmer, systems",None,Intramystical
6,Mustardthorpe Lane,Toby,Leach,73,Husband,Married,Male,Retired Geophysical data processor,None,Intramystical
7,Mustardthorpe Lane,Hayley,Stevens,34,Head,Divorced,Female,Fast food restaurant manager,None,Triangulism
7,Mustardthorpe Lane,Julie,Stevens,3,Daughter,NA,Female,Child,None,NA
7,Mustardthorpe Lane,Albert,Thomas,34,Lodger,Single,Male,Occupational therapist,None,Septheism
7,Mustardthorpe Lane,Jessica,Frost,45,Lodger,Divorced,Female,Unemployed,None,None
8,Mustardthorpe Lane,Lydia,Berry,36,Head,Divorced,Female,"Production assistant, radio",None,Intramystical
8,Mustardthorpe Lane,Luke,Berry,17,Son,NA,Male,Student,None,NA
8,Mustardthorpe Lane,Marilyn,Berry,15,Daughter,NA,Female,Student,None,NA
8,Mustardthorpe Lane,Alex,Berry,11,Son,NA,Male,Student,None,NA
9,Mustardthorpe Lane,Lynda,Howarth,48,Head,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Intramystical
9,Mustardthorpe Lane,Damian,Lambert,51,Partner,Single,Male,Diplomatic Services operational officer,None,None
10,Mustardthorpe Lane,Georgia,Smith,41,Head,Single,Female,Unemployed,None,Intramystical
10,Mustardthorpe Lane,Kelly,Smith,17,Daughter,NA,Female,Student,None,NA
10,Mustardthorpe Lane,Shane,Smith,15,Son,NA,Male,Student,None,NA
10,Mustardthorpe Lane,Mohammad,Smith,11,Son,NA,Male,Student,None,NA
11,Mustardthorpe Lane,Holly,Roberts,52,Head,Married,Female,"Engineer, building services",None,Intramystical
11,Mustardthorpe Lane,Denis,Roberts,55,Husband,Married,Male,Herpetologist,None,None
11,Mustardthorpe Lane,Brandon,Roberts,24,Son,Single,Male,Records manager,None,None
11,Mustardthorpe Lane,Albert,Roberts,7,Son,NA,Male,Student,None,NA
12,Mustardthorpe Lane,Denise,Turner,74,Head,Married,Female,"Retired Designer, television/film set",None,None
12,Mustardthorpe Lane,Daniel,Turner,77,Husband,Married,Male,Retired Paediatric nurse,None,None
12,Mustardthorpe Lane,Jeremy,Fox-Turner,43,Son,Single,Male,Advertising copywriter,None,None
12,Mustardthorpe Lane,Janice,Fox-Turner,39,Daughter,Divorced,Female,Materials engineer,None,None
13,Mustardthorpe Lane,Graham,Middleton,63,Head,Single,Male,Call centre manager,None,Intramystical
13,Mustardthorpe Lane,Simon,Stokes,45,None,Single,Male,Geophysicist/field seismologist,None,None
13,Mustardthorpe Lane,Cheryl,King,37,None,Single,Female,Corporate investment banker,None,Intramystical
13,Mustardthorpe Lane,Jason,Hunt,63,None,Single,Male,Chief Marketing Officer,None,Intramystical
14,Mustardthorpe Lane,Gemma,Lloyd,49,Head,Married,Female,Insurance account manager,None,Triangulism
14,Mustardthorpe Lane,Kevin,Lloyd,49,Husband,Married,Male,Careers information officer,None,None
14,Mustardthorpe Lane,Carolyn,Richardson-Lloyd,15,Adopted Daughter,NA,Female,Student,None,NA
14,Mustardthorpe Lane,Zoe,Richardson-Lloyd,11,Daughter,NA,Female,Student,None,NA
14,Mustardthorpe Lane,Barbara,Richardson-Lloyd,9,Daughter,NA,Female,Student,None,NA
14,Mustardthorpe Lane,Hollie,Bradley-Richardson-Lloyd,5,Daughter,NA,Female,Student,None,NA
15,Mustardthorpe Lane,Samantha,Rees,49,Head,Widowed,Female,Microbiologist,None,Intramystical
15,Mustardthorpe Lane,Chelsea,Rees,17,Daughter,NA,Female,Student,None,NA
15,Mustardthorpe Lane,Molly,Rees,16,Daughter,NA,Female,Student,None,NA
16,Mustardthorpe Lane,Jessica,Chapman,71,Head,Single,Female,"Retired Administrator, Civil Service",None,Intramystical
16,Mustardthorpe Lane,Karl,Chapman,21,Grandson,Single,Male,University Student,None,Intramystical
16,Mustardthorpe Lane,Angela,Chapman,19,Granddaughter,Divorced,Female,University Student,None,Intramystical
16,Mustardthorpe Lane,June,Joyce,18,Granddaughter,Single,Female,Student,None,None
17,Mustardthorpe Lane,Patricia,Briggs,25,Head,Single,Female,Unemployed,None,None
17,Mustardthorpe Lane,Jake,Pritchard,35,Sibling,Single,Male,Maintenance engineer,None,Triangulism
17,Mustardthorpe Lane,Stewart,Johnson,27,Lodger,Single,Male,Facilities manager,None,Utheism
18,Mustardthorpe Lane,Gareth,Cross,71,Head,Widowed,Male,Retired Contractor,None,Intramystical
19,Mustardthorpe Lane,Megan,Long,48,Head,Married,Female,Magazine features editor,None,None
19,Mustardthorpe Lane,Joshua,Long,50,Husband,Married,Male,Corporate treasurer,None,None
19,Mustardthorpe Lane,Stephanie,Freeman-Long,7,Daughter,NA,Female,Student,None,NA
19,Mustardthorpe Lane,Roger,Freeman-Long,4,Son,NA,Male,Child,None,NA
20,Mustardthorpe Lane,Mohammed,Patel,29,Head,Divorced,Male,Energy engineer,None,Triangulism
20,Mustardthorpe Lane,Lisa,Patel,12,Neice,NA,Female,Student,None,NA
20,Mustardthorpe Lane,Bruce,Patel,12,Nephew,NA,Male,Student,None,NA
20,Mustardthorpe Lane,Nigel,Patel,9,Nephew,NA,Male,Student,None,NA
1,July Street,Claire,Davis,29,Head,Single,Female,Solicitor,None,Triangulism
1,July Street,Sally,Davis,1,Daughter,NA,Female,Child,None,NA
2,July Street,George,Richardson,22,Head,Married,Male,University Student,None,None
2,July Street,Aimee,Richardson,19,Wife,Married,Female,"Engineer, automotive",None,None
3,July Street,Molly,Smith,55,Head,Married,Female,Advertising art director,None,Intramystical
3,July Street,Glen,Smith,55,Husband,Married,Male,"Engineer, civil (contracting)",None,None
3,July Street,Lucy,Smith,30,Daughter,Single,Female,Print production planner,None,Intramystical
3,July Street,Craig,Smith,27,Son,Single,Male,"Research officer, political party",None,None
3,July Street,Lynn,Smith,23,Daughter,Single,Female,Toxicologist,None,None
4,July Street,Cheryl,Myers,69,Head,Single,Female,"Retired Programmer, systems",None,Septheism
5,July Street,Helen,Wright,36,Head,Married,Female,Fine artist,None,None
5,July Street,Michael,Wright,40,Husband,Married,Male,Medical technical officer,None,None
6,July Street,Anne,Cole,57,Head,Single,Female,Games developer,None,None
6,July Street,Colin,Price,61,Partner,Single,Male,Exhibition designer,None,None
7,July Street,Amy,Ryan,58,Head,Married,Female,Recycling officer,None,Intramystical
7,July Street,Abdul,Ryan,61,Husband,Married,Male,Manufacturing engineer,None,Intramystical
7,July Street,Nicholas,Ryan,20,Son,Single,Male,University Student,None,Intramystical
7,July Street,Bryan,Ryan,20,Son,Single,Male,Theatre director,None,Intramystical
7,July Street,Maureen,Ryan,3,Daughter,NA,Female,Child,None,NA
8,July Street,Marc,McLean,64,Head,Married,Male,Unemployed,None,Intramystical
8,July Street,Marilyn,McLean,62,Wife,Married,Female,Television/film/video producer,None,Intramystical
9,July Street,Marie,Palmer,43,Head,Single,Female,Electrical engineer,None,Intramystical
9,July Street,Susan,Oliver,45,None,Single,Female,Economist,None,Triangulism
10,July Street,Elliott,Wilkinson,59,Head,Married,Male,Retail manager,None,None
10,July Street,Elaine,Wilkinson,59,Wife,Married,Female,Merchant navy officer,None,None
11,July Street,Jacqueline,Fletcher,56,Head,Divorced,Female,"Conservation officer, historic buildings",None,Intramystical
11,July Street,Zoe,Fletcher,1,Granddaughter,NA,Female,Child,None,NA
12,July Street,Tom,Gray,36,Head,Divorced,Male,"Engineer, structural",None,Triangulism
13,July Street,Julie,Wood,53,Head,Single,Female,Photographer,None,None
13,July Street,Wayne,Williams,55,Partner,Single,Male,Advertising account planner,None,None
14,July Street,Rachael,Davies,58,Head,Single,Female,Automotive engineer,None,Triangulism
14,July Street,Elizabeth,Davies,31,Daughter,Single,Female,Human resources officer,None,None
14,July Street,Alan,Davies,29,Son,Single,Male,"Engineer, control and instrumentation",None,Triangulism
14,July Street,Eric,Davies,29,Son,Single,Male,"Nurse, learning disability",None,None
15,July Street,Alice,Lambert,31,Head,Single,Female,Research scientist (medical),None,None
16,July Street,Maureen,Mitchell,60,Head,Married,Female,Personnel officer,None,None
16,July Street,Stewart,Mitchell,60,Husband,Married,Male,Museum/gallery curator,None,None
16,July Street,Naomi,Mitchell,37,Daughter,Single,Female,Fisheries officer,None,None
17,July Street,Nigel,Robinson,24,Head,Married,Male,Public house manager,None,Triangulism
17,July Street,Andrea,Robinson,20,Wife,Married,Female,University Student,None,None
17,July Street,Maurice,Harrison,20,Lodger,Single,Male,"Surveyor, quantity",None,None
18,July Street,Alison,Davies,30,Head,Single,Female,Architectural technologist,None,Convergeance
18,July Street,Gillian,Iqbal,22,Lodger,Single,Female,University Student,None,None
19,July Street,Naomi,Wilson,28,Head,Single,Female,Copy,None,None
19,July Street,Carole,Taylor,29,Partner,Single,Female,Unemployed,None,None
19,July Street,Josephine,Wilson,2,Daughter,NA,Female,Child,None,NA
1,Davies Throughway,Hugh,Chapman,26,Head,Single,Male,Radiation protection practitioner,None,None
2,Davies Throughway,Jasmine,Holmes,34,Head,Single,Female,Paediatric nurse,None,None
3,Davies Throughway,Michelle,Wilson,34,Head,Single,Female,Unemployed,None,None
4,Davies Throughway,Lydia,Kelly,72,Head,Widowed,Female,Retired Geophysicist/field seismologist,None,Utheism
5,Davies Throughway,Mathew,Powell,20,Head,Single,Male,University Student,None,Intramystical
6,Davies Throughway,Adam,Patel,77,Head,Widowed,Male,Retired Risk analyst,None,Intramystical
